customer_id,utm_source,utm_medium,utm_campaign,created
cus_00322,email,referral,camp_7,2023-04-17 20:43:33
cus_00323,twitter,email,camp_3,2024-01-15 11:34:59
cus_00324,facebook,email,camp_3,2024-07-28 00:58:06
cus_00325,linkedin,referral,camp_7,2024-03-18 17:06:00
cus_00326,facebook,organic,camp_6,2023-09-03 01:13:41
cus_00327,google,referral,camp_7,2024-11-11 16:42:17
cus_00328,facebook,referral,camp_8,2025-04-23 20:38:00
cus_00329,google,email,camp_7,2024-04-14 22:39:23
cus_00330,google,referral,camp_7,2025-04-01 16:20:18
cus_00331,linkedin,organic,camp_2,2023-01-13 03:39:59
cus_00332,twitter,referral,camp_9,2025-05-11 13:04:18
cus_00333,facebook,organic,camp_3,2024-04-10 01:38:55
cus_00334,google,organic,camp_6,2023-06-10 21:59:04
cus_00335,facebook,email,camp_2,2023-07-28 14:44:08
cus_00336,twitter,cpc,camp_3,2024-02-15 20:00:15
cus_00337,twitter,cpc,camp_9,2023-06-29 07:29:33
cus_00338,email,email,camp_7,2023-06-16 06:35:25
cus_00339,twitter,referral,camp_9,2025-05-09 09:40:20
cus_00340,linkedin,email,camp_3,2023-08-30 11:31:05
cus_00341,google,organic,camp_4,2024-02-28 01:52:38
cus_00342,email,cpc,camp_1,2024-03-13 16:38:06
cus_00343,linkedin,email,camp_1,2023-11-24 04:50:33
cus_00344,facebook,referral,camp_5,2024-06-16 15:30:13
cus_00345,google,email,camp_8,2023-11-13 06:39:28
cus_00346,twitter,cpc,camp_9,2024-02-15 02:01:59
cus_00347,google,email,camp_7,2025-02-24 03:00:55
cus_00348,facebook,email,camp_9,2025-01-28 21:47:15
cus_00349,email,cpc,camp_7,2024-01-26 02:28:43
cus_00350,email,organic,camp_4,2023-03-20 21:55:12
cus_00351,email,organic,camp_4,2023-05-24 09:08:10
cus_00352,twitter,cpc,camp_8,2024-10-20 00:02:57
cus_00353,linkedin,email,camp_6,2024-03-05 19:23:11
cus_00354,linkedin,cpc,camp_3,2023-03-10 11:40:25
cus_00355,google,organic,camp_5,2023-01-06 12:11:34
cus_00356,twitter,referral,camp_4,2024-06-02 03:53:20
cus_00357,email,email,camp_2,2023-07-23 05:18:37
cus_00358,email,organic,camp_1,2024-02-11 22:24:00
cus_00359,facebook,email,camp_7,2023-09-09 00:12:45
cus_00360,facebook,cpc,camp_10,2024-11-17 08:49:18
cus_00361,email,referral,camp_1,2025-05-07 00:08:12
cus_00362,email,cpc,camp_4,2024-10-26 09:19:26
cus_00363,twitter,referral,camp_4,2025-05-21 08:07:25
cus_00364,linkedin,email,camp_2,2023-01-16 00:30:45
cus_00365,facebook,email,camp_2,2023-06-23 18:57:38
cus_00366,linkedin,cpc,camp_10,2023-04-27 21:17:39
cus_00367,twitter,referral,camp_1,2023-08-20 13:08:47
cus_00368,email,referral,camp_8,2025-04-27 13:04:49
cus_00369,linkedin,email,camp_10,2023-02-25 23:13:34
cus_00370,email,cpc,camp_1,2024-07-27 13:22:10
cus_00371,email,referral,camp_4,2025-06-23 21:31:50
cus_00372,google,email,camp_1,2025-05-08 07:37:43
cus_00373,linkedin,organic,camp_7,2023-08-19 01:20:11
cus_00374,linkedin,cpc,camp_8,2024-10-29 15:36:36
cus_00375,email,organic,camp_4,2023-07-17 23:30:48
cus_00376,twitter,cpc,camp_9,2023-03-06 23:29:34
cus_00377,google,email,camp_4,2024-04-23 20:42:15
cus_00378,email,referral,camp_1,2024-07-20 11:11:37
cus_00379,facebook,referral,camp_3,2023-03-03 23:23:19
cus_00380,facebook,referral,camp_9,2024-07-09 20:05:42
cus_00381,google,cpc,camp_5,2023-11-23 08:13:15
cus_00382,twitter,email,camp_4,2024-01-23 15:08:34
cus_00383,email,organic,camp_10,2023-06-09 16:25:26
cus_00384,linkedin,email,camp_6,2024-07-03 10:05:42
cus_00385,google,organic,camp_10,2025-05-19 17:58:13
cus_00386,twitter,cpc,camp_10,2024-09-23 06:50:49
cus_00387,linkedin,cpc,camp_6,2023-08-29 02:09:57
cus_00388,facebook,organic,camp_4,2024-01-03 18:12:26
cus_00389,facebook,organic,camp_5,2023-09-10 10:30:17
cus_00390,linkedin,organic,camp_3,2023-10-03 00:59:26
cus_00391,google,email,camp_9,2024-10-02 11:26:59
cus_00392,facebook,organic,camp_4,2023-02-08 12:06:09
cus_00393,email,cpc,camp_7,2023-10-06 15:03:00
cus_00394,linkedin,cpc,camp_5,2024-05-31 00:46:18
cus_00395,linkedin,referral,camp_5,2024-10-01 13:46:45
cus_00396,facebook,organic,camp_1,2024-01-21 12:20:43
cus_00397,google,email,camp_9,2024-02-19 11:14:16
cus_00398,email,email,camp_10,2023-09-05 07:19:32
cus_00399,google,email,camp_3,2023-06-17 22:05:49
cus_00400,twitter,referral,camp_7,2024-08-17 06:11:20
cus_00401,twitter,cpc,camp_9,2023-03-02 03:45:28
cus_00402,facebook,email,camp_8,2025-01-01 04:35:45
cus_00403,facebook,cpc,camp_1,2023-12-12 12:55:48
cus_00404,facebook,referral,camp_6,2023-11-07 00:36:51
cus_00405,twitter,organic,camp_7,2024-12-16 01:20:54
cus_00406,google,organic,camp_9,2024-06-27 04:12:39
cus_00407,google,organic,camp_6,2024-04-19 02:20:24
cus_00408,facebook,email,camp_7,2023-12-20 13:22:29
cus_00409,email,organic,camp_7,2023-12-13 07:11:32
cus_00410,google,email,camp_3,2023-02-06 18:16:26
cus_00411,twitter,referral,camp_5,2023-10-28 00:24:01
cus_00412,linkedin,referral,camp_7,2024-09-10 23:53:18
cus_00413,linkedin,email,camp_3,2024-05-24 22:29:33
cus_00414,linkedin,cpc,camp_9,2024-03-08 19:04:29
cus_00415,email,organic,camp_8,2023-04-18 20:11:35
cus_00416,facebook,organic,camp_4,2024-03-09 14:32:02
cus_00417,twitter,organic,camp_4,2024-06-29 11:40:35
cus_00418,email,email,camp_5,2025-03-02 08:01:12
cus_00419,twitter,referral,camp_3,2024-09-12 21:05:24
cus_00420,twitter,organic,camp_8,2025-04-12 23:34:17
cus_00421,facebook,referral,camp_1,2024-05-29 10:09:42
cus_00422,linkedin,organic,camp_9,2023-02-12 21:01:21
cus_00423,facebook,organic,camp_7,2023-06-29 04:15:07
cus_00424,email,email,camp_7,2024-02-10 18:48:30
cus_00425,email,cpc,camp_9,2023-10-05 09:29:26
cus_00426,email,email,camp_9,2025-06-20 21:57:14
cus_00427,facebook,organic,camp_3,2024-02-17 09:18:12
cus_00428,twitter,organic,camp_7,2023-03-01 10:19:54
cus_00429,twitter,cpc,camp_4,2023-06-18 09:32:23
cus_00430,google,referral,camp_5,2024-11-06 01:42:40
cus_00431,email,referral,camp_4,2024-06-21 00:08:58
cus_00432,twitter,organic,camp_6,2024-05-02 06:44:16
cus_00433,google,referral,camp_2,2024-11-08 21:56:35
cus_00434,twitter,organic,camp_8,2025-03-05 11:14:01
cus_00435,email,cpc,camp_6,2023-06-29 15:35:14
cus_00436,linkedin,cpc,camp_2,2024-08-21 09:07:35
cus_00437,email,organic,camp_9,2025-06-14 16:45:37
cus_00438,facebook,cpc,camp_4,2023-10-23 06:39:01
cus_00439,twitter,email,camp_1,2024-01-31 16:44:36
cus_00440,twitter,email,camp_5,2023-03-10 22:50:59
cus_00441,facebook,cpc,camp_7,2024-11-08 09:24:09
cus_00442,facebook,organic,camp_10,2023-01-03 15:03:19
cus_00443,linkedin,organic,camp_10,2025-03-18 16:02:07
cus_00444,twitter,cpc,camp_1,2025-04-16 10:56:43
cus_00445,twitter,referral,camp_2,2023-11-03 02:00:07
cus_00446,linkedin,email,camp_4,2024-07-19 19:09:38
cus_00447,google,referral,camp_10,2024-10-31 23:55:57
cus_00448,linkedin,organic,camp_9,2023-04-19 16:48:45
cus_00449,email,organic,camp_4,2024-05-27 22:44:58
cus_00450,twitter,referral,camp_8,2024-05-02 15:37:24
cus_00451,facebook,cpc,camp_4,2023-07-13 14:22:06
cus_00452,email,referral,camp_6,2024-04-11 12:49:32
cus_00453,twitter,referral,camp_5,2025-02-26 18:53:50
cus_00454,linkedin,email,camp_1,2024-04-25 10:58:04
cus_00455,email,email,camp_4,2024-09-26 09:59:28
cus_00456,twitter,referral,camp_4,2024-05-21 16:58:48
cus_00457,google,referral,camp_2,2024-09-17 02:34:25
