charge_id,invoice_id,customer_id,subscription_id,amount,currency,status,paid,failure_code,failure_message,attempt,created
ch_vfwdropv3ce60j,in_xs83xew1zykslj,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,1,2024-04-01 00:13:00
ch_4dq6xnvelhiymg,in_ldblmc6xkne8it,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,failed,False,processing_error,A processing error occurred.,1,2024-05-01 00:00:00
ch_ndpyn89mrgp8j0,in_ldblmc6xkne8it,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,2,2024-05-04 00:00:00
ch_ymtgrht8qvpc5b,in_djwsaaenxxkmlm,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,1,2024-06-01 00:55:00
ch_bgwnze9ghr3wlj,in_l7jmixnam0yws4,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,1,2024-08-01 00:14:00
ch_58u514dymwpfcn,in_h7nbvjih4f1xnv,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,failed,False,expired_card,Card expired.,1,2024-09-01 00:00:00
ch_vwqq5zdxi7ndcw,in_h7nbvjih4f1xnv,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,2,2024-09-02 00:00:00
ch_ggjmq6gxlun6uf,in_dhnlbx1z75gbot,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,1,2024-10-01 00:43:00
ch_hgrp1ccagwix78,in_cr5lvwqolf43yw,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,1,2024-11-01 00:28:00
ch_zipshynnkb47y7,in_r2xyjcks3my11q,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,1,2024-12-01 00:34:00
ch_8jdm2odtxc23f6,in_m8mrykn8a280x3,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,1,2025-01-01 00:10:00
ch_ie00ejhrmbl4ot,in_zhmng4psefmjje,cus_00006,sub_x2ezc7fov2ygnm,2900,usd,succeeded,True,,,1,2025-02-01 00:53:00
ch_mjvbgn0zd54pui,in_pt318yw1dgtg6z,cus_00007,sub_eobjlzy1uu9yms,2900,usd,succeeded,True,,,1,2025-05-01 00:22:00
ch_9uawwpvc0azp79,in_htmme870p2wagh,cus_00007,sub_eobjlzy1uu9yms,2900,usd,succeeded,True,,,1,2025-06-01 00:02:00
ch_dzafdmr6soh7ql,in_uvhsdux5wk86qn,cus_00008,sub_xxf36wa7sqrf1l,2900,usd,succeeded,True,,,1,2023-11-01 00:43:00
ch_fczym4dzjq270y,in_h5bs3vopp5t33j,cus_00008,sub_xxf36wa7sqrf1l,2900,usd,failed,False,processing_error,A processing error occurred.,1,2023-12-01 00:00:00
ch_cmpcbhbxflouw9,in_h5bs3vopp5t33j,cus_00008,sub_xxf36wa7sqrf1l,2900,usd,succeeded,True,,,2,2023-12-03 00:00:00
ch_8tbf8awstybu50,in_1tvv95kjfdu1gd,cus_00008,sub_xxf36wa7sqrf1l,2900,usd,succeeded,True,,,1,2024-01-01 00:56:00
ch_y62j6goqljhu5k,in_3vl2kda2uacijw,cus_00008,sub_xxf36wa7sqrf1l,2900,usd,succeeded,True,,,1,2024-02-01 00:39:00
ch_ox1g28p4adxdf2,in_h7o4ea8qzjniuz,cus_00008,sub_xxf36wa7sqrf1l,2900,usd,succeeded,True,,,1,2024-03-01 00:55:00
ch_63ywcmhebymhrr,in_1o752tvrfv4vap,cus_00008,sub_xxf36wa7sqrf1l,2900,usd,succeeded,True,,,1,2024-04-01 00:56:00
ch_h5mn6oqj6g6cdd,in_tb6i17tgnqrbei,cus_00008,sub_xxf36wa7sqrf1l,2900,usd,succeeded,True,,,1,2024-05-01 00:01:00
ch_7yec3xh3nrhl5z,in_oikt2kfxhn5a5w,cus_00009,sub_xoiq2q4qerxdou,2900,usd,succeeded,True,,,1,2025-08-06 00:00:00
ch_uzvo9qt9hgyr9n,in_l0kgsxh5y3slgz,cus_00010,sub_6uxqm334l1vznq,19900,usd,succeeded,True,,,1,2024-11-01 00:40:00
ch_dhragjedamnvo3,in_apdhy2xlbl9sa8,cus_00010,sub_6uxqm334l1vznq,19900,usd,succeeded,True,,,1,2024-12-01 00:01:00
ch_rlr4gvoh6dihr1,in_okqfc6o8y7hrs7,cus_00011,sub_w2tnd6r30ojhe4,9900,usd,succeeded,True,,,1,2023-08-01 00:28:00
ch_te0m8902tulyo3,in_07tedqg8xrvnkv,cus_00011,sub_w2tnd6r30ojhe4,9900,usd,succeeded,True,,,1,2023-09-01 00:55:00
ch_fm8tbtm5pabz1k,in_sgfsuzc21unc7w,cus_00011,sub_w2tnd6r30ojhe4,9900,usd,succeeded,True,,,1,2023-10-01 00:13:00
ch_ul5dyvf8qfbhnt,in_0r401cgeh3x65w,cus_00011,sub_w2tnd6r30ojhe4,9900,usd,succeeded,True,,,1,2023-11-01 00:41:00
ch_p9optfowzgvn54,in_iuwmdei1wr07i3,cus_00011,sub_w2tnd6r30ojhe4,9900,usd,succeeded,True,,,1,2023-12-01 00:11:00
ch_3wespb4scaaj7h,in_odjjsmjao3ncy9,cus_00011,sub_w2tnd6r30ojhe4,9900,usd,succeeded,True,,,1,2024-01-01 00:20:00
ch_bki5p3vu58fs9x,in_ekdze9zwvihw99,cus_00011,sub_w2tnd6r30ojhe4,9900,usd,succeeded,True,,,1,2024-03-16 00:00:00
ch_xiidr90rxciofo,in_1e2dnhyog3ssl5,cus_00011,sub_w2tnd6r30ojhe4,9900,usd,succeeded,True,,,1,2024-03-01 00:42:00
ch_kp3jr3g6c6153x,in_0velm5tsdpls9e,cus_00011,sub_w2tnd6r30ojhe4,9900,usd,succeeded,True,,,1,2024-04-01 00:50:00
ch_n6wvofvdjbefip,in_7s445y4ts63bkb,cus_00012,sub_do74v1qx8ertb7,19900,usd,succeeded,True,,,1,2024-02-01 00:48:00
ch_t4h8ir60mdx1zr,in_3o3ofdugtwu5sy,cus_00012,sub_do74v1qx8ertb7,19900,usd,succeeded,True,,,1,2024-03-01 00:06:00
ch_a1lutvflok7117,in_99tgs7hzz4gw43,cus_00012,sub_do74v1qx8ertb7,19900,usd,succeeded,True,,,1,2024-04-01 00:15:00
ch_rn7n0ujo2t6297,in_vpzvimcdnxhba1,cus_00012,sub_do74v1qx8ertb7,19900,usd,succeeded,True,,,1,2024-05-01 00:05:00
ch_7rqciu4xoa8cax,in_sels3cdoof2jjl,cus_00012,sub_do74v1qx8ertb7,19900,usd,succeeded,True,,,1,2024-06-01 00:55:00
ch_pdtnthm707x3kb,in_jykd0fg6bpzo9s,cus_00012,sub_yg3dxvl5pvyiom,9900,usd,succeeded,True,,,1,2025-02-01 00:53:00
ch_q2ecebrdyamsu1,in_5nq323l8n6kylo,cus_00012,sub_yg3dxvl5pvyiom,9900,usd,succeeded,True,,,1,2025-03-01 00:22:00
ch_m32sjbscp1ys81,in_urvg8on5eqcbz4,cus_00012,sub_yg3dxvl5pvyiom,9900,usd,succeeded,True,,,1,2025-04-01 00:13:00
ch_aaai75ml06u3dk,in_3h8fvxrne5yazh,cus_00012,sub_yg3dxvl5pvyiom,9900,usd,succeeded,True,,,1,2025-05-08 00:00:00
ch_jgvcvue11pj1ge,in_5p0fmtb02blcyq,cus_00013,sub_v5s4tl0thhzy7e,2900,usd,succeeded,True,,,1,2024-09-01 00:01:00
ch_ygnd4zwqt0yjyj,in_v8cznq85qzlvzy,cus_00013,sub_v5s4tl0thhzy7e,2900,usd,succeeded,True,,,1,2024-10-01 01:00:00
ch_559t3nsvnaiu7h,in_321rn22r7bpj4t,cus_00013,sub_uu7zy6t5padnbc,2900,usd,succeeded,True,,,1,2025-05-01 00:52:00
ch_1c6aoltyhmp1hx,in_qpkzkgdjwxtlt5,cus_00013,sub_uu7zy6t5padnbc,2900,usd,succeeded,True,,,1,2025-06-01 00:43:00
ch_5vkvudqzg2r7uc,in_ribxal1lxk68gc,cus_00014,sub_fc2htmqwyuixns,9900,usd,succeeded,True,,,1,2024-08-01 00:03:00
ch_bzm0froc90vfaq,in_5ux8x4s27kqcau,cus_00014,sub_fc2htmqwyuixns,9900,usd,succeeded,True,,,1,2024-09-01 00:49:00
ch_6rp26gfqtg7hzl,in_6vznabjjm44ni8,cus_00014,sub_fc2htmqwyuixns,9900,usd,succeeded,True,,,1,2024-10-01 00:29:00
ch_fx6rnrwjn5l3j8,in_qeiro08xgyh6k9,cus_00014,sub_fc2htmqwyuixns,9900,usd,succeeded,True,,,1,2024-11-01 00:50:00
ch_tokdzgeujtexy8,in_kkp9v905prwk2t,cus_00015,sub_7n89ltajw2536z,2900,usd,succeeded,True,,,1,2025-07-01 00:29:00
ch_pqohqz89gsp193,in_dmgs9hdtrojwju,cus_00015,sub_7n89ltajw2536z,2900,usd,succeeded,True,,,1,2025-08-01 00:32:00
ch_x4q8ofch1ltole,in_r5885yssny20ga,cus_00016,sub_0gq9c80ebkjf4a,9900,usd,succeeded,True,,,1,2025-06-01 00:02:00
ch_dxpob2r20uwqd6,in_iekc4zewxrb00x,cus_00016,sub_0gq9c80ebkjf4a,9900,usd,succeeded,True,,,1,2025-07-01 00:51:00
ch_8hlnia3f5zcxsc,in_yn5gl0jn6my7vz,cus_00017,sub_lb7wxrum2lhgcs,9900,usd,succeeded,True,,,1,2025-03-01 00:51:00
ch_ajv3re9qljmfdx,in_g5cex9t3io39wi,cus_00019,sub_2ej0as1ssrkxlc,19900,usd,succeeded,True,,,1,2024-06-01 00:42:00
ch_3f4kzl67vr9jk6,in_qwjk4smtwbco3u,cus_00019,sub_cy15pdtz91x70f,2900,usd,succeeded,True,,,1,2024-07-31 00:00:00
ch_b8cx9xscnkl4zy,in_8c0y2yb8qvy3vd,cus_00019,sub_cy15pdtz91x70f,2900,usd,succeeded,True,,,1,2024-08-01 00:09:00
ch_q0ip85ljwcc2hh,in_fia14qrcbbg8pr,cus_00019,sub_cy15pdtz91x70f,2900,usd,succeeded,True,,,1,2024-09-01 00:56:00
ch_vwteh6y5f8nswh,in_i733iz8rbmmgw5,cus_00020,sub_b2uuijnwpaytxw,9900,usd,succeeded,True,,,1,2025-07-01 00:22:00
ch_xx4k63k3qx8cid,in_wyatje1lao6q3z,cus_00021,sub_skyvk7n3bfh024,2900,usd,succeeded,True,,,1,2025-06-01 00:47:00
ch_tnhdaugmysrnyz,in_3yosrebknkv25u,cus_00022,sub_85x8a5fbuotdh0,2900,usd,succeeded,True,,,1,2024-08-01 00:28:00
ch_i976zl8bx3uw0y,in_rbgwvng0gtpf48,cus_00022,sub_85x8a5fbuotdh0,2900,usd,succeeded,True,,,1,2024-09-01 00:32:00
ch_qy8b5g9megtizn,in_e3x3hxzmfu2g65,cus_00022,sub_85x8a5fbuotdh0,2900,usd,succeeded,True,,,1,2024-10-01 00:33:00
ch_z16gbol0swsqpb,in_1ttkn4e45k5g33,cus_00022,sub_85x8a5fbuotdh0,2900,usd,succeeded,True,,,1,2024-11-01 00:40:00
ch_zm4jd8p32wl6no,in_q7ea3mfk5a38eq,cus_00022,sub_85x8a5fbuotdh0,2900,usd,succeeded,True,,,1,2024-12-31 00:00:00
ch_7pgsrd1i3ggl0x,in_q170jw7kzka744,cus_00022,sub_85x8a5fbuotdh0,2900,usd,succeeded,True,,,1,2025-01-01 00:49:00
ch_99pbxb5v4e6f0r,in_tir26xf9zjbmer,cus_00022,sub_85x8a5fbuotdh0,2900,usd,succeeded,True,,,1,2025-02-01 00:35:00
ch_msxsn1qdyd7i0e,in_1wwhkxdcovy86d,cus_00022,sub_85x8a5fbuotdh0,2900,usd,succeeded,True,,,1,2025-03-29 00:00:00
ch_tlwfoklbq38qi5,in_gb0kjtwaywdsz6,cus_00022,sub_85x8a5fbuotdh0,2900,usd,succeeded,True,,,1,2025-04-01 00:07:00
ch_rl47vz0paep3a8,in_xcpgbk0ucriwt5,cus_00023,sub_4fgwjeyub19txc,9900,usd,succeeded,True,,,1,2025-05-01 00:42:00
ch_ihnej57sv9dyer,in_n5d34gu5z9lphu,cus_00023,sub_4fgwjeyub19txc,9900,usd,succeeded,True,,,1,2025-06-07 00:00:00
ch_mm1bh3txz1nw8j,in_xth6x287ygb316,cus_00024,sub_rlexdw6lqwlvun,2900,usd,succeeded,True,,,1,2025-08-01 00:10:00
ch_q76shbuy3e8cun,in_kd4bs4kut7646p,cus_00025,sub_ih0p4e05qmktgv,2900,usd,succeeded,True,,,1,2024-12-01 01:00:00
ch_wcjtac15di4yge,in_r6rxeibb65prl1,cus_00025,sub_ih0p4e05qmktgv,2900,usd,succeeded,True,,,1,2025-01-01 00:31:00
ch_17jiqpkns75lu6,in_3vjad3i2xfmw55,cus_00025,sub_ih0p4e05qmktgv,2900,usd,succeeded,True,,,1,2025-02-01 00:30:00
ch_vzvasi754nput2,in_nyt3hol1l57wvk,cus_00026,sub_5ccasbuov6tt9q,9900,usd,succeeded,True,,,1,2024-05-01 00:00:00
ch_znq6ktp4qxl6qp,in_utcnowe0uufzqq,cus_00026,sub_5ccasbuov6tt9q,9900,usd,failed,False,processing_error,A processing error occurred.,1,2024-05-01 00:00:00
ch_2wa6l0oexir4ii,in_utcnowe0uufzqq,cus_00026,sub_5ccasbuov6tt9q,9900,usd,succeeded,True,,,2,2024-05-07 00:00:00
ch_0mcq5hchwspugw,in_qkdxgrs3qqxt7j,cus_00027,sub_v4esdnai89y1ff,2900,usd,succeeded,True,,,1,2025-05-01 00:48:00
ch_3bvuczv0pgxc0i,in_safzyfxm15rwhs,cus_00028,sub_rmhrcnbh6nqqb9,2900,usd,succeeded,True,,,1,2025-06-01 00:32:00
ch_w3njp3948jpfzy,in_lwur6qw8k0rep1,cus_00029,sub_j0uunnv6cj9io3,9900,usd,succeeded,True,,,1,2025-03-01 00:34:00
ch_seejmv2f6rcsv7,in_oqjsnurdzfd5oq,cus_00030,sub_5piskffv3xoley,9900,usd,failed,False,card_declined,Your card was declined.,1,2024-12-01 00:00:00
ch_jdo7nl3gih9nc2,in_fcdtxbb7n5wrk7,cus_00030,sub_5piskffv3xoley,9900,usd,succeeded,True,,,1,2025-01-01 00:46:00
ch_g24a9dnoq3xw4w,in_10dxoahhszslb7,cus_00030,sub_5piskffv3xoley,9900,usd,succeeded,True,,,1,2025-02-01 00:21:00
ch_7uyhm14j8nhfzw,in_yrw3hc2f8j7jvy,cus_00030,sub_5piskffv3xoley,9900,usd,succeeded,True,,,1,2025-03-01 00:23:00
ch_z0uufabv94iy7x,in_od6fqbkxdg1919,cus_00030,sub_5piskffv3xoley,9900,usd,succeeded,True,,,1,2025-04-07 00:00:00
ch_f16h5p51eh7xgn,in_32euh5pr2ey6gk,cus_00030,sub_5piskffv3xoley,9900,usd,succeeded,True,,,1,2025-05-01 00:07:00
ch_uihh6ipztqelm3,in_ouroyuawdrw6fi,cus_00030,sub_5piskffv3xoley,9900,usd,succeeded,True,,,1,2025-06-01 00:21:00
ch_ekt3dherhpxxz9,in_aj76bjjqr1pfxt,cus_00030,sub_5piskffv3xoley,9900,usd,succeeded,True,,,1,2025-07-01 00:42:00
ch_mdmesr3kmajkdp,in_xx5fzhfefpq50o,cus_00031,sub_4abufwbucjg8vu,2900,usd,succeeded,True,,,1,2024-10-01 00:11:00
ch_i0e8n71xvr7jet,in_hjaqk0nl1huwj4,cus_00031,sub_4abufwbucjg8vu,2900,usd,succeeded,True,,,1,2024-11-01 00:49:00
ch_5trkj8pm75yya1,in_elq6pmzdpgah3p,cus_00031,sub_4abufwbucjg8vu,2900,usd,succeeded,True,,,1,2024-12-01 00:40:00
ch_wazv1hmjuh0r2e,in_t04ubg0x4vsg9u,cus_00031,sub_4abufwbucjg8vu,2900,usd,succeeded,True,,,1,2025-01-01 00:12:00
ch_slw3y7g2i4kt4q,in_4ugdaygru244u2,cus_00031,sub_q95g3v23gxj0mq,9900,usd,succeeded,True,,,1,2025-02-01 00:58:00
ch_fytem2f4onb8vz,in_xartr2bnlkas92,cus_00031,sub_q95g3v23gxj0mq,9900,usd,succeeded,True,,,1,2025-03-01 00:37:00
ch_211fvpkyjieuyp,in_8kkd2d96ik7zie,cus_00031,sub_q95g3v23gxj0mq,9900,usd,succeeded,True,,,1,2025-04-01 00:44:00
ch_2cup5rb9vdx0bn,in_7prm99430u1mw5,cus_00031,sub_q95g3v23gxj0mq,9900,usd,succeeded,True,,,1,2025-05-01 00:21:00
ch_p3dxjhqnck49e6,in_h36we7gj81dl87,cus_00031,sub_q95g3v23gxj0mq,9900,usd,succeeded,True,,,1,2025-06-01 00:28:00
ch_eihqj90zuced6i,in_ss3wv6w0nymrix,cus_00031,sub_q95g3v23gxj0mq,9900,usd,succeeded,True,,,1,2025-07-01 00:36:00
ch_ll9vm5ou266jvj,in_fjjfmj73lxvxeu,cus_00032,sub_eas6y3vg6v5t1d,2900,usd,succeeded,True,,,1,2025-04-01 00:43:00
ch_86dq8g2k14ibmm,in_8h9kjsvc8olwdt,cus_00033,sub_1xsnbti22nv01z,9900,usd,succeeded,True,,,1,2024-10-01 01:00:00
ch_4tl0kjyzhgs50n,in_3uxpaendupnd29,cus_00034,sub_16dvtja0assnh2,9900,usd,succeeded,True,,,1,2023-09-01 00:54:00
ch_59zygcqwhr1e0e,in_zjui78df9sseq7,cus_00034,sub_16dvtja0assnh2,9900,usd,succeeded,True,,,1,2023-10-01 00:36:00
ch_gj5t2px2doj4w8,in_94ljq22ajxf9v5,cus_00034,sub_16dvtja0assnh2,9900,usd,succeeded,True,,,1,2023-12-01 00:06:00
ch_i6w380292yqo0r,in_c3zb58m7k4px7f,cus_00034,sub_4pnjy1o2rntjlm,9900,usd,succeeded,True,,,1,2024-04-01 00:23:00
ch_j12piib2ps5u9q,in_z4xg8i41rva7mu,cus_00034,sub_4pnjy1o2rntjlm,9900,usd,succeeded,True,,,1,2024-05-01 00:09:00
ch_e8dm27375c98th,in_1pg4vigpd98gom,cus_00034,sub_4pnjy1o2rntjlm,9900,usd,failed,False,insufficient_funds,Insufficient funds.,1,2024-06-01 00:00:00
ch_2hecozh4g405my,in_4x6bl7ij90ql2d,cus_00034,sub_4pnjy1o2rntjlm,9900,usd,succeeded,True,,,1,2024-07-01 00:46:00
ch_63mj3y681ddt8y,in_nxhb9fp9zsqdf9,cus_00034,sub_4pnjy1o2rntjlm,9900,usd,succeeded,True,,,1,2024-09-01 00:53:00
ch_mo3deei9yrjw8m,in_k4cuc6jzmnrpnu,cus_00035,sub_x0qzfhomtzzf8a,2900,usd,succeeded,True,,,1,2025-03-01 00:10:00
ch_xg28mdvwwfcce9,in_m5w7ha7g9e8qon,cus_00035,sub_hcbn9wszv83xph,9900,usd,succeeded,True,,,1,2025-05-01 00:14:00
ch_d745ibb5byjb3g,in_f1a2wyhb3pjb8z,cus_00035,sub_hcbn9wszv83xph,9900,usd,succeeded,True,,,1,2025-06-01 00:50:00
ch_t360amhltt7r9v,in_7lmnp3zdh4mqwe,cus_00036,sub_sigbiaf92movs0,2900,usd,succeeded,True,,,1,2025-05-01 00:50:00
ch_yjjz858o0j3t8u,in_0pq2lhmvfujic5,cus_00036,sub_sigbiaf92movs0,2900,usd,succeeded,True,,,1,2025-06-01 00:22:00
ch_l8cjenf0dezrh2,in_fhzyw2k2ykkmx2,cus_00036,sub_sigbiaf92movs0,2900,usd,succeeded,True,,,1,2025-07-01 00:48:00
ch_024p4aoqwycwyu,in_ditp2xe1hvln7w,cus_00037,sub_36m8jvh7ujodck,9900,usd,succeeded,True,,,1,2023-08-01 00:22:00
ch_sy3sz50aist7mn,in_iw0jufzm8hev12,cus_00037,sub_36m8jvh7ujodck,9900,usd,succeeded,True,,,1,2023-09-08 00:00:00
ch_gise6jn59c4jvm,in_oeddoqso9oc7zo,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2023-11-06 00:00:00
ch_kdc885itszauf7,in_xcj0ijlmaefcwy,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2023-12-01 00:33:00
ch_tnokyaa8xrl4uo,in_fbz753p6vb23ot,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-01-01 00:11:00
ch_icrlpkhdsgc06l,in_n3maedn6bfhyh0,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-02-01 00:38:00
ch_an7knmshoqfuku,in_8zg6mlid37062t,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-03-07 00:00:00
ch_5gm80bgh9dj8d3,in_h8f0t80z5stdoy,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-04-01 00:57:00
ch_25pwi6ru4bjndm,in_7iqqf6z6b95wmg,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-05-01 00:52:00
ch_2q314czovfv7hw,in_v05g3uqkbdl8jy,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-06-01 00:59:00
ch_k6x3g8se59r4kp,in_uwosylroiaw9uq,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-07-01 00:07:00
ch_2n39ecrprrfoi0,in_iq701pmpydkoxz,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-08-01 00:26:00
ch_e3x3qzdlrp95je,in_hla4ax2uhejycc,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-09-01 00:48:00
ch_njgyfjyycgwdl2,in_2c0glyf4ra80bg,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-10-01 00:51:00
ch_oyh91jipm6tuxy,in_kove5rzuf21zzs,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-12-07 00:00:00
ch_zj6d553qbklm6w,in_8zlzvbeka7qhyx,cus_00037,sub_y8u118qqvaecw9,2900,usd,succeeded,True,,,1,2024-12-01 00:59:00
ch_pr2fjllafggeto,in_g6a1at2eyf8ayg,cus_00038,sub_mtzjko0mtglhug,2900,usd,succeeded,True,,,1,2025-04-01 00:01:00
ch_chsxc1vvty9fyg,in_a2lth8g6irijj6,cus_00039,sub_5hhiwfd7yxw1tb,2900,usd,succeeded,True,,,1,2024-12-01 00:55:00
ch_i7yzyg2mmkqfbb,in_g7k19evqbz1of6,cus_00039,sub_5hhiwfd7yxw1tb,2900,usd,succeeded,True,,,1,2025-01-01 00:42:00
ch_3xs2pji0159oax,in_jsvywrjj6xw4hh,cus_00039,sub_5hhiwfd7yxw1tb,2900,usd,succeeded,True,,,1,2025-02-01 00:56:00
ch_qii9sr88gt706k,in_ta8r80n18ms680,cus_00040,sub_65ujg1so1esp7b,9900,usd,succeeded,True,,,1,2025-03-01 00:21:00
